[Header]
TITLE, default name
FILEOPENTIME,20102289.64,8/21/2017,3:53 PM
BYAPP, Resistivity, 2.1, 1.0
INFO, APPNAME, PPMS MultiVu Application, 1.5.11
INFO, , Sample1 Name
INFO, 1, Sample1 Cross Section
INFO, 1, Sample1 Length
INFO, Ohm-m, Sample1 Units
INFO, , Sample2 Name
INFO, 1, Sample2 Cross Section
INFO, 1, Sample2 Length
INFO, Ohm-m, Sample2 Units
INFO, , Sample3 Name
INFO, 1, Sample3 Cross Section
INFO, 1, Sample3 Length
INFO, Ohm-m, Sample3 Units
INFO, , Sample4 Name
INFO, 1, Sample4 Cross Section
INFO, 1, Sample4 Length
INFO, Ohm-m, Sample4 Units
FIELDGROUP, Resistivity,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
STARTUPGROUP, Resistivity
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 7, LINEAR, AUTO
STARTUPAXIS, Y2, 9, LINEAR, AUTO
STARTUPAXIS, Y3, 11, LINEAR, AUTO
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Bridge 1 Resistivity (Ohm-m),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm-m),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm-m),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm-m),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm-m),Bridge 2 Std. Dev. (Ohm-m),Bridge 3 Std. Dev. (Ohm-m),Bridge 4 Std. Dev. (Ohm-m),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,20102319.11,4417,300.005294799805,-0.252474719285965,0,0.381521766357422,50,,,-0.00383284372329712,50,,,5.49723103801639e-006,,1.11878727520205e-006,,25,381.521766357422,,-3.83284372329712,
,20102384.42,4417,300.004150390625,4999.2228125,0,0.381498845214844,50,,,-0.00384296052932739,50,,,6.8621586553399e-006,,1.52104302888112e-006,,25,381.498845214844,,-3.84296052932739,
,20102449.64,4417,300.001800537109,9999.2536328125,0,0.381521936035156,50,,,-0.00385359972000122,50,,,7.10270143716554e-006,,3.67748125659529e-006,,25,381.521936035156,,-3.85359972000122,
,20102515.25,4417,300.001754760742,14999.22390625,0,0.381503592529297,50,,,-0.00386490831375122,50,,,6.63985317588088e-006,,3.7623567308263e-006,,25,381.503592529297,,-3.86490831375122,
,20102580.70,4417,300.00764465332,19999.114140625,0,0.381537770996094,50,,,-0.00387376766204834,50,,,7.36786329276816e-006,,6.41376086146343e-006,,25,381.537770996094,,-3.87376766204834,
,20102647.53,4417,300.000854492188,24999.225,0,0.381560556640625,50,,,-0.00388218720436096,50,,,1.75564248692911e-005,,5.96863599536768e-006,,25,381.560556640625,,-3.88218720436096,
,20102714.89,4417,300.005187988281,29999.5715625,0,0.381578602294922,50,,,-0.00389189360618591,50,,,7.02297157289975e-006,,6.31690478695909e-006,,25,381.578602294922,,-3.89189360618591,
,20102781.86,4417,300.001892089844,34999.0790625,0,0.381580634765625,50,,,-0.00390229076385498,50,,,8.71856264046309e-006,,1.12596264819562e-005,,25,381.580634765625,,-3.90229076385498,
,20102847.75,4417,300.00276184082,39999.193125,0,0.381609918212891,50,,,-0.00391304110527039,50,,,7.69098249292772e-006,,5.24806926027506e-006,,25,381.609918212891,,-3.91304110527039,
,20102914.55,4417,300.004745483398,44999.1,0,0.3815996484375,50,,,-0.00392154463768005,50,,,6.47380858032068e-006,,4.82707073886614e-006,,25,381.5996484375,,-3.92154463768005,
,20102980.91,4417,299.986938476563,49999.28265625,0,0.381622994384766,50,,,-0.00393023893356323,50,,,7.75758229985454e-006,,8.72535867904988e-006,,25,381.622994384766,,-3.93023893356323,
,20103048.08,4417,299.985855102539,54999.15,0,0.381597310791016,50,,,-0.00393882648468018,50,,,9.3990321891474e-006,,6.07261777831437e-006,,25,381.597310791016,,-3.93882648468018,
